Nt8FJ,0.3423446911325918,0.6036738181354714,1.0,0.5413086231659339,0.6492253633732631,0.8,0.0,0.0,0.0,0.0,0.45967196204330063,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05204460966542751,0.6367252721634015,0.0,0.0,1
VCaTF,0.007990024843469952,0.3965698918629673,1.0,0.4054223354062896,0.3891828172839163,0.83,0.0,0.0,0.14285714285714285,0.0,0.3062311213415697,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.007434944237918215,0.3954423541142329,0.0,0.0,1
gParY,4.907763557758918e-06,0.22468791091462212,1.0,0.19435079026913504,0.19459140864195815,0.0,0.0,0.0,0.0,0.0,0.5089244567125047,0.0091324200913242,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.022304832713754646,0.4976714316126007,0.0,0.0,1
DtWDw,0.1333602529234108,0.30133338433167406,1.0,0.3352830684568001,0.2890378069793947,0.0,0.0,0.0,0.0,0.0,0.573555551310552,0.0365296803652968,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.01858736059479554,0.37932803153062195,0.0,0.0,1
4hUov,4.132629104156928e-05,0.2520039391185499,1.0,0.524587976767184,0.4158891733672641,0.0,0.0,0.0,0.0,0.0,0.5398596681415402,0.045662100456621,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.026022304832713755,0.3280647763397751,0.0,0.0,1
4VnZH,2.1173201050128147e-05,0.1737423299606906,1.0,0.3352830684568001,0.23979000355900748,0.0,0.0,0.0,0.0,0.0,0.3233160535156987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007434944237918215,0.24513709548991056,0.0,0.0,0
madOS,0.00120194501763106,0.0,1.0,0.48687906902127415,0.39120312152655523,0.65,0.0,0.0,0.0,0.0,0.5246564531880905,0.0182648401826484,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26622705703432875,0.0,0.0,1
6DvWu,0.42466372815553155,0.22854600249547966,1.0,0.07518514890824053,0.13862969112235135,0.0,0.0,0.0,0.0,0.0,0.38430394013271474,0.0045662100456621,1.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.011152416356877323,0.3399692059828064,0.0,0.0,0
bvQwT,0.1950992320368688,0.3787120008364399,1.0,0.5146793089769928,0.6274775177027871,0.0,0.0,0.0,0.0,0.0,0.636098979686862,0.0547945205479452,1.0,0.0,0.0,0.0,1.0,0.02127659574468085,0.0,0.0037174721189591076,0.2844960578513799,0.0,0.0,1
Yyon1,0.15700291318608187,0.21574147666115037,1.0,0.3401047444350112,0.3295843921272235,0.0,0.0,0.0,0.0,0.0,0.42447557623933546,0.0045662100456621,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.011152416356877323,0.37932803153062195,0.0,0.0,1
